userType,age,gender,educationLevel,occupation,income_month_1,income_month_2,income_month_3,income_month_4,income_month_5,income_month_6,rentPayment,utility1Payment,utility2Payment,gpa,collegeScore,cosignerIncome,scholarship,creditScore
student,22,female,bachelors,student,0.0,849.74,1186.89,0.0,0.0,0.0,na,na,on-time,8.64,50,81264.78,0,78
student,23,male,other,student,879.3,0.0,0.0,0.0,3423.04,0.0,na,late,na,7.05,59,0.0,1,62
student,28,other,bachelors,student,0.0,0.0,0.0,3745.68,0.0,0.0,na,late,late,9.12,43,111312.7,1,79
student,21,other,bachelors,student,3500.92,0.0,0.0,0.0,391.35,2169.22,late,na,on-time,6.35,60,5168.04,0,66
working,25,other,high-school,technician,109721.81,65127.1,22654.07,70649.62,55016.57,115375.83,late,on-time,on-time,,,,,67
student,23,male,bachelors,student,0.0,0.0,0.0,0.0,446.21,4965.64,on-time,late,na,5.75,70,0.0,0,61
working,43,other,bachelors,teacher,81742.49,104859.49,85868.84,67006.73,65344.16,10780.09,late,on-time,on-time,,,,,68
student,18,male,bachelors,student,2799.68,3084.9,1770.07,2170.87,4365.86,0.0,na,na,late,7.88,45,0.0,0,64
student,22,other,masters,student,4260.84,0.0,0.0,1220.41,0.0,0.0,late,late,late,6.18,82,0.0,0,72
student,28,male,other,student,4714.6,440.46,2904.51,0.0,0.0,0.0,na,na,na,8.29,50,0.0,0,68
student,29,male,bachelors,student,0.0,0.0,0.0,0.0,0.0,0.0,on-time,on-time,late,6.29,82,0.0,0,65
working,38,female,masters,analyst,86184.84,104834.02,42181.42,59548.62,26562.53,107312.45,late,on-time,on-time,,,,,73
student,20,female,bachelors,student,0.0,4034.66,0.0,0.0,0.0,0.0,late,na,on-time,7.25,93,0.0,0,65
working,33,other,high-school,sales,74195.02,97721.42,95085.35,85608.25,10799.87,86914.64,on-time,on-time,on-time,,,,,81
student,18,female,bachelors,student,0.0,2954.38,2700.36,0.0,0.0,0.0,na,na,na,9.31,68,30123.11,0,81
working,31,male,bachelors,analyst,14962.5,108345.23,61307.55,40907.84,39175.78,69268.29,on-time,on-time,on-time,,,,,70
student,29,female,bachelors,student,0.0,0.0,0.0,0.0,0.0,0.0,late,late,on-time,8.11,89,104133.33,0,77
working,39,other,masters,teacher,66666.78,84074.63,97081.87,104110.94,11334.29,33036.79,on-time,on-time,on-time,,,,,83
working,53,other,bachelors,analyst,97034.79,76449.59,73279.87,38141.9,90162.93,46575.5,on-time,on-time,on-time,,,,,79
working,36,other,other,analyst,71098.36,16543.14,113317.8,12126.47,68709.73,33243.68,on-time,on-time,on-time,,,,,76
working,28,female,bachelors,technician,33302.75,22530.67,31562.03,59907.07,54046.92,98892.82,na,on-time,on-time,,,,,72
student,25,male,high-school,student,0.0,4353.99,224.25,924.77,3616.37,4923.42,na,on-time,late,5.34,81,0.0,1,59
working,36,other,masters,clerk,116843.24,85326.03,32193.62,119918.09,118675.42,82754.58,on-time,on-time,on-time,,,,,87
student,18,female,bachelors,student,1915.55,0.0,0.0,0.0,0.0,2724.24,na,on-time,late,6.43,45,4764.48,0,49
student,25,other,bachelors,student,0.0,0.0,336.5,4111.34,0.0,0.0,late,late,late,5.28,42,0.0,0,58
working,32,other,masters,clerk,82294.74,100942.74,109059.42,27226.7,91909.21,96036.53,on-time,on-time,on-time,,,,,76
working,43,other,bachelors,manager,76221.3,32831.71,35122.21,32739.88,91240.97,11011.24,on-time,on-time,on-time,,,,,79
working,57,other,bachelors,analyst,78331.76,74336.46,21462.41,72936.47,105300.6,89915.44,late,on-time,late,,,,,53
working,44,male,other,manager,46996.24,42258.27,113825.85,83618.81,51157.47,106080.64,on-time,on-time,on-time,,,,,72
student,20,other,bachelors,student,0.0,0.0,711.67,1661.16,1669.51,0.0,na,on-time,on-time,8.92,91,71740.47,0,85
working,24,male,bachelors,technician,23496.04,95064.96,22163.92,57393.36,18374.56,37020.9,na,late,on-time,,,,,49
working,37,female,bachelors,clerk,27284.43,27041.71,30893.09,87740.68,22583.2,114098.04,on-time,on-time,on-time,,,,,75
working,54,male,bachelors,teacher,114009.59,24779.53,66958.72,42964.96,33518.13,119718.86,on-time,on-time,on-time,,,,,82
working,41,female,high-school,technician,31371.84,98216.23,91162.51,97201.18,106248.24,12155.55,late,on-time,on-time,,,,,61
working,40,female,masters,teacher,76575.5,59142.36,100931.58,108207.62,101706.37,42839.4,on-time,on-time,on-time,,,,,83
student,23,other,bachelors,student,0.0,0.0,0.0,0.0,0.0,0.0,late,na,na,8.83,81,0.0,0,84
working,50,male,bachelors,technician,65711.08,49354.22,82883.28,43078.33,77312.84,40540.98,on-time,on-time,on-time,,,,,84
working,39,other,bachelors,software engineer,113545.5,66360.05,21175.02,115012.23,84590.81,64127.75,on-time,on-time,on-time,,,,,79
working,29,male,masters,software engineer,112738.4,66581.14,65037.82,96956.79,29966.43,93226.53,on-time,on-time,on-time,,,,,86
student,26,male,other,student,0.0,4157.41,3653.7,0.0,0.0,0.0,on-time,late,late,6.77,74,0.0,0,54
student,21,male,bachelors,student,2736.92,0.0,0.0,0.0,1042.0,0.0,late,na,on-time,9.82,72,0.0,0,82
student,25,female,bachelors,student,0.0,0.0,228.76,1785.33,356.92,0.0,na,late,on-time,8.31,71,104655.36,0,76
working,42,female,bachelors,analyst,11096.5,46859.11,50094.86,15012.31,111773.56,91025.15,on-time,on-time,on-time,,,,,71
student,25,female,bachelors,student,0.0,484.95,1170.45,2708.49,4545.04,0.0,late,late,late,8.11,86,0.0,0,77
student,25,other,bachelors,student,2312.0,0.0,112.92,400.07,0.0,163.07,na,on-time,on-time,9.46,93,0.0,0,75
working,60,male,bachelors,analyst,102272.57,82126.66,91200.03,52976.36,30619.89,32629.39,late,on-time,on-time,,,,,59
working,22,other,other,teacher,40119.37,36088.52,15592.84,31553.3,57439.89,68111.2,on-time,on-time,on-time,,,,,74
working,50,female,bachelors,software engineer,70237.83,70622.0,92219.62,80227.94,70859.76,42445.6,late,on-time,on-time,,,,,63
working,43,other,bachelors,software engineer,22406.96,102086.84,45526.26,95096.88,36212.98,32310.5,on-time,on-time,on-time,,,,,82
student,29,female,bachelors,student,0.0,573.59,4334.22,3360.66,0.0,1489.75,on-time,on-time,na,6.72,90,143587.92,1,77
working,27,female,bachelors,manager,73581.61,43241.78,92902.29,70470.95,73251.76,89847.13,on-time,on-time,on-time,,,,,82
student,27,male,bachelors,student,4581.12,2993.27,3760.08,4171.1,0.0,3800.19,late,na,late,7.82,54,0.0,0,66
working,24,other,bachelors,technician,116549.73,100544.8,33904.19,90888.01,73513.63,21304.24,on-time,on-time,on-time,,,,,83
student,22,other,high-school,student,0.0,0.0,355.4,0.0,0.0,4599.83,late,on-time,late,9.58,42,0.0,0,55
working,49,female,masters,clerk,107080.13,104972.77,119237.89,113565.87,71169.83,109217.2,on-time,on-time,on-time,,,,,89
working,56,female,masters,analyst,54650.41,35005.84,33537.02,34392.86,100208.27,46431.17,late,na,on-time,,,,,65
working,53,other,bachelors,software engineer,98929.89,79002.88,115376.73,14987.27,99480.08,61839.0,on-time,on-time,on-time,,,,,82
working,31,other,masters,analyst,50469.4,32176.36,25000.1,94147.84,42419.2,31176.72,na,on-time,on-time,,,,,72
working,52,male,bachelors,clerk,38900.75,56067.01,83617.99,47890.73,36940.23,101329.59,na,on-time,on-time,,,,,73
working,33,male,bachelors,analyst,60171.21,46768.01,16042.88,32906.46,115802.11,78074.46,on-time,late,on-time,,,,,66
working,32,other,bachelors,manager,88315.66,13587.87,53068.77,38802.08,89917.19,16993.58,na,on-time,on-time,,,,,74
student,25,female,masters,student,0.0,0.0,3157.08,0.0,1000.34,0.0,na,on-time,on-time,6.84,44,0.0,0,65
working,29,female,high-school,sales,29847.8,63210.1,32805.44,16667.85,106413.35,116246.95,on-time,on-time,late,,,,,51
working,44,other,phd,teacher,70576.99,49321.36,81718.09,82328.39,86339.83,109578.71,late,on-time,on-time,,,,,79
student,28,other,bachelors,student,3119.44,0.0,0.0,0.0,4152.17,0.0,na,late,on-time,6.02,64,0.0,0,65
working,30,female,phd,sales,47812.94,113115.3,81012.0,109396.42,43848.62,115766.48,on-time,on-time,on-time,,,,,90
student,20,male,bachelors,student,0.0,0.0,4306.56,0.0,0.0,0.0,on-time,late,late,8.22,93,0.0,0,85
working,47,male,bachelors,software engineer,35028.73,19991.29,85650.59,61841.85,117686.95,50780.85,on-time,on-time,on-time,,,,,80
student,29,other,high-school,student,2891.44,0.0,0.0,0.0,0.0,0.0,late,na,on-time,7.98,71,0.0,0,63
working,44,male,bachelors,sales,75121.45,20018.17,60038.07,67312.95,107542.3,84207.35,on-time,on-time,on-time,,,,,82
working,40,male,bachelors,manager,75955.55,110953.46,59350.18,86828.54,81227.45,14444.7,on-time,on-time,on-time,,,,,90
working,33,female,bachelors,clerk,42335.37,17251.29,117238.48,84280.74,103619.69,116519.32,on-time,on-time,on-time,,,,,85
student,29,other,bachelors,student,0.0,1025.74,0.0,0.0,0.0,446.59,late,late,na,8.9,84,0.0,0,86
working,29,female,bachelors,sales,82291.71,37865.27,88237.05,82352.16,34905.62,59041.57,on-time,late,on-time,,,,,67
working,46,female,bachelors,sales,101787.47,76293.29,48041.38,98088.48,107634.64,35404.59,on-time,on-time,on-time,,,,,82
working,59,other,masters,sales,45661.58,108736.35,100651.16,88627.97,34337.69,50046.35,on-time,on-time,on-time,,,,,81
working,28,female,other,teacher,107477.43,40892.96,54896.85,94287.96,97156.89,88869.87,on-time,on-time,on-time,,,,,78
student,20,other,bachelors,student,0.0,0.0,2890.05,4859.55,2709.54,0.0,late,na,late,5.51,60,0.0,0,53
student,21,male,high-school,student,0.0,0.0,0.0,0.0,3025.04,0.0,late,na,late,6.53,51,123423.44,0,54
working,51,male,other,manager,60845.66,50972.49,77503.8,30948.5,21350.29,25177.69,na,on-time,na,,,,,60
working,35,female,bachelors,software engineer,22501.27,93958.21,53462.39,56605.35,48728.01,41892.99,on-time,on-time,on-time,,,,,83
working,49,male,bachelors,technician,101216.15,37077.56,17539.65,61418.9,98637.79,37046.52,on-time,late,on-time,,,,,68
student,25,other,bachelors,student,4432.73,0.0,1984.08,0.0,0.0,0.0,late,na,late,9.0,86,0.0,0,82
student,17,other,bachelors,student,0.0,0.0,1484.0,1064.3,0.0,4122.96,na,na,na,8.16,69,0.0,0,67
student,26,male,other,student,0.0,2218.81,0.0,0.0,775.41,0.0,late,na,on-time,6.65,57,0.0,0,55
student,30,male,high-school,student,0.0,444.44,0.0,0.0,0.0,0.0,late,on-time,na,9.76,79,61990.62,0,80
working,56,female,bachelors,sales,64672.3,92550.5,59251.24,35344.44,76198.41,80543.12,on-time,on-time,late,,,,,66
working,50,female,bachelors,clerk,21311.88,45829.46,42723.84,10769.83,115349.51,14559.69,late,on-time,on-time,,,,,67
working,49,male,bachelors,sales,31116.25,34731.05,22419.97,68085.85,63849.22,26080.38,late,late,on-time,,,,,46
working,26,other,masters,manager,63554.96,94989.24,54581.46,88742.5,45860.47,58698.66,late,on-time,on-time,,,,,73
student,19,female,high-school,student,0.0,0.0,0.0,1540.77,0.0,4988.02,on-time,na,na,8.55,51,0.0,0,59
student,17,other,bachelors,student,0.0,0.0,0.0,0.0,0.0,0.0,on-time,on-time,late,8.17,92,62883.84,0,79
student,26,male,other,student,118.64,0.0,219.06,305.88,388.81,3868.36,on-time,late,late,8.42,93,0.0,0,69
student,18,male,bachelors,student,0.0,0.0,0.0,0.0,0.0,4240.08,on-time,late,na,6.24,77,0.0,0,68
working,38,other,masters,analyst,84758.79,87452.23,79733.5,31767.2,62665.04,92832.53,on-time,on-time,on-time,,,,,81
student,22,male,other,student,0.0,1801.63,2931.73,1992.31,522.33,0.0,na,on-time,na,9.11,72,37707.47,0,71
student,27,female,bachelors,student,460.44,911.24,0.0,0.0,0.0,0.0,na,na,late,7.42,91,97969.1,0,74
student,30,other,bachelors,student,0.0,0.0,515.05,0.0,1549.98,2399.91,na,late,late,6.23,91,2466.04,0,77
working,39,other,bachelors,manager,80273.92,74746.91,63776.55,47172.67,15797.02,42375.5,na,on-time,on-time,,,,,77
working,53,male,masters,technician,32202.26,29258.76,111301.03,70706.95,21480.9,112039.62,on-time,on-time,late,,,,,63
student,19,female,bachelors,student,3279.57,0.0,0.0,4320.26,0.0,0.0,late,on-time,na,5.8,55,0.0,0,61
student,24,female,other,student,0.0,0.0,0.0,0.0,120.81,0.0,on-time,late,na,9.91,77,0.0,0,76
working,23,male,masters,software engineer,58414.53,89377.45,77516.6,24596.07,27765.98,26493.77,on-time,on-time,on-time,,,,,85
working,55,female,bachelors,clerk,114737.17,13006.97,105657.47,65277.26,80760.98,83180.11,on-time,on-time,on-time,,,,,82
working,40,female,masters,software engineer,30440.77,20103.03,91775.59,37247.88,30033.39,29798.3,on-time,on-time,on-time,,,,,89
student,22,male,high-school,student,0.0,0.0,0.0,0.0,285.54,0.0,late,on-time,late,8.84,64,0.0,0,71
student,20,male,high-school,student,0.0,0.0,0.0,0.0,0.0,614.81,on-time,on-time,on-time,7.03,48,122191.99,0,66
student,26,male,other,student,0.0,3088.22,0.0,469.12,2570.74,3836.24,on-time,on-time,late,9.85,52,0.0,0,80
working,53,female,bachelors,sales,18781.99,94824.13,74266.77,89785.28,25734.08,73733.47,on-time,late,late,,,,,54
working,28,female,bachelors,sales,53354.41,32448.35,35520.94,17807.67,61136.95,15706.38,late,na,na,,,,,55
student,24,female,bachelors,student,12.58,0.0,0.0,0.0,3080.22,1624.47,na,na,late,5.34,85,0.0,0,64
working,41,male,bachelors,technician,47624.56,93548.26,51152.15,21746.17,81987.21,57528.45,on-time,late,late,,,,,53
student,17,male,other,student,0.0,2444.11,0.0,2356.35,3869.64,0.0,on-time,on-time,na,8.27,76,0.0,0,70
student,29,other,masters,student,0.0,0.0,4650.53,0.0,0.0,434.15,on-time,late,na,7.88,43,0.0,0,69
working,33,male,masters,software engineer,82971.28,25295.26,68774.32,20186.38,58943.12,90178.71,on-time,on-time,late,,,,,71
working,54,female,masters,teacher,21995.49,91729.55,28284.68,16019.25,117338.69,95535.9,on-time,on-time,on-time,,,,,75
working,30,other,masters,sales,93999.76,85349.91,56578.16,92396.71,13130.5,90449.07,on-time,on-time,on-time,,,,,86
student,20,female,bachelors,student,256.24,0.0,2520.34,2849.96,0.0,0.0,na,on-time,na,6.13,93,0.0,0,63
working,25,female,bachelors,clerk,36763.48,100421.57,50877.28,20726.63,51736.61,15099.97,late,na,on-time,,,,,53
student,30,other,bachelors,student,0.0,0.0,0.0,3675.74,0.0,0.0,on-time,on-time,na,6.98,42,0.0,0,49
working,49,female,bachelors,analyst,102336.42,11620.89,43596.88,79513.34,53306.93,59137.05,late,on-time,na,,,,,56
working,43,female,masters,technician,83071.49,48848.97,72580.75,101919.83,46177.12,45886.38,on-time,on-time,on-time,,,,,92
working,43,other,phd,manager,53781.41,55988.77,42236.06,38371.4,109171.78,109045.46,on-time,on-time,on-time,,,,,87
working,36,male,bachelors,teacher,56747.74,81752.31,76149.7,88122.98,57880.18,102490.11,on-time,on-time,on-time,,,,,90
student,18,female,high-school,student,0.0,0.0,0.0,2641.07,0.0,2312.99,on-time,on-time,late,7.15,91,0.0,1,76
student,25,male,bachelors,student,4817.04,192.79,0.0,2130.14,0.0,3332.87,late,na,late,8.75,75,0.0,0,79
student,29,other,bachelors,student,483.15,4321.27,923.27,4534.35,0.0,0.0,na,na,late,9.63,43,2866.16,1,81
student,17,male,bachelors,student,2116.39,4676.33,0.0,0.0,2208.79,4538.11,on-time,late,late,8.05,91,0.0,0,74
working,23,female,bachelors,technician,28434.62,12646.74,98422.32,26687.74,36012.19,78130.89,on-time,late,on-time,,,,,66
working,57,male,high-school,manager,115802.5,47063.95,118317.35,64276.09,113963.19,80722.22,on-time,on-time,on-time,,,,,76
student,27,other,bachelors,student,4100.06,0.0,0.0,1565.59,3995.91,31.89,late,on-time,na,8.89,95,0.0,1,90
working,33,other,masters,manager,74575.94,43831.79,73128.2,97656.31,103001.63,15813.27,late,on-time,late,,,,,58
working,28,female,masters,software engineer,19955.42,54695.85,55273.93,12663.51,66244.17,72263.36,on-time,on-time,on-time,,,,,84
working,34,male,masters,manager,96104.12,105758.66,43019.05,84981.14,96938.41,103159.98,on-time,on-time,on-time,,,,,85
working,23,male,high-school,software engineer,64868.93,13086.78,89409.95,43915.03,75888.33,18257.84,on-time,na,on-time,,,,,64
working,59,other,bachelors,technician,12084.11,86640.69,35373.59,101962.31,87503.59,80203.14,on-time,on-time,on-time,,,,,77
working,56,other,masters,clerk,52713.42,117152.03,113515.33,32317.7,39277.15,102317.96,on-time,late,late,,,,,56
working,47,other,bachelors,technician,83192.68,32547.4,111450.53,26713.72,37146.86,50901.98,late,na,on-time,,,,,58
working,57,other,phd,sales,77617.39,18749.1,59003.94,82145.45,94271.91,75290.29,on-time,on-time,late,,,,,75
student,25,male,other,student,0.0,0.0,0.0,248.98,426.8,4383.58,na,na,on-time,7.84,91,0.0,0,61
student,17,other,bachelors,student,0.0,0.0,0.0,2125.77,0.0,0.0,on-time,na,on-time,9.93,45,0.0,0,70
working,57,female,bachelors,analyst,83023.25,33013.26,56475.27,106292.26,69128.17,110055.34,on-time,on-time,late,,,,,67
working,25,female,bachelors,teacher,13976.47,82913.97,89659.96,16149.52,68603.64,92391.89,on-time,on-time,on-time,,,,,71
working,43,other,bachelors,manager,100735.41,100946.06,62711.28,31651.32,15698.46,87081.68,late,on-time,on-time,,,,,71
working,22,male,bachelors,clerk,20594.35,13515.12,44530.51,33439.17,25200.52,12459.38,on-time,on-time,on-time,,,,,83
student,22,female,bachelors,student,556.77,0.0,91.73,2672.4,0.0,0.0,na,on-time,on-time,6.34,41,41127.34,0,66
student,19,male,bachelors,student,2311.8,4495.13,0.0,0.0,521.05,527.96,na,late,late,6.29,84,144501.44,0,65
student,22,other,bachelors,student,106.49,0.0,2320.06,646.27,0.0,587.22,late,na,late,6.13,62,0.0,0,59
student,29,female,bachelors,student,0.0,0.0,3137.96,1395.19,443.12,0.0,on-time,on-time,on-time,6.26,57,0.0,0,60
student,30,other,bachelors,student,0.0,1502.38,1707.02,4203.26,2456.89,1294.92,na,na,on-time,5.32,94,134666.6,0,71
working,44,male,other,clerk,18806.67,87031.93,106793.68,77640.32,58610.99,116779.12,on-time,on-time,late,,,,,63
student,23,other,bachelors,student,3331.38,0.0,4596.09,2164.93,2908.07,0.0,on-time,late,na,8.72,50,0.0,1,78
student,26,female,bachelors,student,4056.75,0.0,1346.07,4143.45,0.0,416.32,na,late,late,5.14,48,68970.67,0,54
working,36,female,masters,teacher,51410.24,17334.65,77189.27,24016.92,32020.97,95611.87,on-time,on-time,on-time,,,,,85
student,23,male,high-school,student,0.0,4957.84,0.0,2585.97,0.0,2476.9,on-time,na,on-time,7.93,95,0.0,0,58
student,24,female,masters,student,3792.25,3721.05,2465.55,2599.63,0.0,0.0,on-time,na,on-time,6.34,86,0.0,1,70
working,48,male,bachelors,clerk,76523.98,26435.89,58427.22,79741.48,28939.48,81072.94,on-time,on-time,on-time,,,,,68
working,35,male,masters,analyst,69522.15,32763.19,104486.6,23186.13,30107.05,22919.01,on-time,on-time,on-time,,,,,85
working,50,other,masters,teacher,82263.88,64367.01,88464.66,56628.24,10604.33,94831.84,on-time,on-time,on-time,,,,,86
student,26,female,high-school,student,3177.4,0.0,0.0,0.0,0.0,0.0,na,late,on-time,8.48,53,0.0,0,68
student,18,female,bachelors,student,0.0,3064.72,392.02,0.0,0.0,4053.63,on-time,late,on-time,6.94,88,0.0,0,81
working,54,male,bachelors,teacher,18723.66,39389.99,54419.73,71153.22,92683.18,73408.36,on-time,on-time,on-time,,,,,83
working,30,other,bachelors,analyst,10010.95,45612.25,100271.66,113655.68,12029.29,85002.4,on-time,on-time,on-time,,,,,78
working,35,male,masters,clerk,18052.66,88663.22,61834.27,43759.85,65887.3,24001.71,on-time,on-time,na,,,,,75
working,35,male,bachelors,clerk,104604.19,96764.42,64890.25,31283.0,50333.37,94977.75,on-time,late,on-time,,,,,63
student,21,female,other,student,0.0,0.0,0.0,0.0,0.0,0.0,late,late,on-time,6.8,40,0.0,0,51
student,17,female,bachelors,student,2935.6,0.0,783.51,0.0,0.0,0.0,on-time,late,on-time,9.24,63,0.0,0,82
student,26,other,bachelors,student,0.0,4492.8,810.66,564.12,1903.69,4716.98,late,late,late,6.97,57,132253.47,0,69
student,26,female,bachelors,student,0.0,0.0,4190.25,0.0,0.0,0.0,late,on-time,late,9.25,53,21458.55,0,69
student,26,female,bachelors,student,0.0,0.0,0.0,4975.91,0.0,4662.94,late,late,na,7.95,86,0.0,1,82
student,23,female,other,student,0.0,1226.22,2212.86,0.0,0.0,0.0,on-time,na,late,7.34,60,0.0,0,70
student,26,female,bachelors,student,0.0,2020.47,1283.35,2324.58,1457.22,0.0,na,on-time,late,9.64,44,0.0,0,75
working,42,male,masters,manager,63400.88,15593.41,61455.1,46741.69,35557.96,48082.89,on-time,on-time,on-time,,,,,73
student,22,other,bachelors,student,0.0,0.0,0.0,0.0,0.0,0.0,late,late,na,5.19,94,43212.72,0,68
student,23,male,bachelors,student,0.0,0.0,3616.85,0.0,0.0,2767.24,na,late,na,7.55,73,0.0,0,69
student,18,female,masters,student,0.0,0.0,0.0,0.0,0.0,0.0,na,na,late,5.48,84,0.0,1,81
working,31,male,masters,manager,81560.42,32202.7,65473.66,56337.15,105130.58,101483.79,on-time,on-time,on-time,,,,,79
